name,ean,category,subcategory,price_gross,price_net,price_tax
Hertog Slagroomijs Light 460ml,8711327327375,Diepvries,Sundaes,3.79,3.48,0.31
Het Bakkertje Chocoladebroodje,,Bakkerij,Brood,1.79,1.64,0.15
Het Bakkertje Croissant,,Bakkerij,Brood,1.29,1.18,0.11
Het Bakkertje Desem,,Bakkerij,Brood,2.99,2.74,0.25
Het Bakkertje Stokbrood,,Bakkerij,Brood,1.99,1.83,0.16
Hilcona Mezzelune 4 Formaggi 250g,7610227919080,"Pasta, Rijst & Granen",Verse pasta,2.79,2.56,0.23
Hilcona Mezzelune Funghi 250g,7610227919103,"Pasta, Rijst & Granen",Verse pasta,2.79,2.56,0.23
Hilcona Ravioli Carne al Vino Vlees & Wijn 250g,7610227909050,"Pasta, Rijst & Granen",Verse pasta,2.79,2.56,0.23
Hilcona Tortellini Pesto Basil 250g,8718868640093,"Pasta, Rijst & Granen",Verse pasta,2.79,2.56,0.23
Holie Granola Coconut & Cacao nibs 350 gram,8719327044360,Ontbijt,Cornflakes & Granen,2.99,2.74,0.25
Holie Granola Nuts & Seeds 350 gram,8719327044353,Ontbijt,Cornflakes & Granen,2.99,2.74,0.25
Hollandia Matzes Naturel 10 st 200g,8710536100052,Bakkerij,Crackers & beschuit,1.79,1.64,0.15
Hollands Best Filet Americain 150g,8710376093118,Slagerij,Vleeswaren,2.49,2.28,0.21
Hollands Best Gesneden Bacon 140g (Netherlands),8710376300148,Slagerij,Vleeswaren,2.99,2.74,0.25
Dorset Cereals Granola Honing 325g,5018357009077,Ontbijt,Cornflakes & Granen,2.99,2.74,0.25
Venco Honingdrop Stazak 210g,8714200214120,Snoep & Chips,Drop,1.69,1.55,0.14
Honing Mix Lasagnesaus Tradizionale 125g,8714700999176,"Olie, Sauzen & Specerijen",Overige Sauzen,1.29,1.18,0.11
Huggies DryNites® Absorberende Nachtbroekjes Girls - 4 tot 7 Jaar 10st,5029053527581,Baby,Luiers,6.99,6.41,0.58
Hutspot 500gr,8716668082785,Fruit & Groente,Verse Groenten,1.49,1.37,0.12
Isostar Hydrate & Perform Lemon Flavour 400g,7612100034552,Bakken,Bak- & Kookingrediënten,7.49,6.87,0.62
Ibis Brioche Melkbroodjes met Chocostukjes 8 st 350g,4012263019831,Bakkerij,Broodjes,2.39,2.19,0.2
Ice Factory Crushed Ijs 2000g,5060418210045,Diepvries,Ijsblokjes,2.49,2.28,0.21
Ice Factory Ijsblokjes 2000g,5060418210021,Diepvries,Ijsblokjes,1.99,1.83,0.16
Ijsbergsla 1st,,Fruit & Groente,Salade,1.19,1.09,0.1
Ijsbergsla Verpakt 1st,8426641000018,Fruit & Groente,Salade,0.99,0.91,0.08
I'm Fruity Sinaasappelsap 1L,8718096118821,Drankjes,Sap,2.79,2.56,0.23
I'm Fruity Smoothie Mango & Passievrucht 1L,8718096120336,Drankjes,Sap,3.99,3.66,0.33
Innocent Apple & Berry Juice Appel & Bessen 900ml,5038862132039,Drankjes,Sap,2.79,2.56,0.23
Innocent Apple Juice Appel 900ml,5038862114509,Drankjes,Sap,2.69,2.47,0.22
Innocent Sinaasappelsap met Pulp Sinaasappel 900ml,5038862110501,Drankjes,Sap,2.39,2.19,0.2
Innocent Super Smoothie Antixodiant 750ml,5038862239745,Drankjes,Sap,3.49,3.2,0.29
Innocent Super Smoothie Energise 750ml,5038862233637,Drankjes,Sap,3.49,3.2,0.29
Italiaanse Kruidenmix 80g,8716668136532,Fruit & Groente,Verse Kruiden,3.79,3.48,0.31
Jack Link's Beef Jerky Original 25 g,4251097402888,Slagerij,Vlees Snacks,2.09,1.92,0.17
Hero Jam Zwarte Kersen 340g,8713500008668,Ontbijt,Zoet broodbeleg,2.29,2.1,0.19
Javaanse Kipsaté met gele kokosrijst 450 gr,8718555310391,Maaltijden en Gemak,Maaltijden,5.99,5.5,0.49
Jean Bâton Truffel Mayonaise 235g,8718403012354,"Olie, Sauzen & Specerijen",Snacksauzen,2.59,2.38,0.21
Jean Bâton Vegan Mayonaise 235g,8718403012446,Kaas,Vegan,1.79,1.64,0.15
Jimmy's popcorn tub zoet 140g,8713276004765,Snoep & Chips,Snoep,1.59,1.46,0.13
Jimmy's popcorn tub zout 90g,8713276004864,Snoep & Chips,Snoep,1.59,1.46,0.13
"Johma Ei salade, Beter Leven keurmerk 2 sterren 300g",8710506081688,Ontbijt,Belegsalades,3.89,3.57,0.32
Johma Kip-Kerrie Salade 175g,8710506066401,Ontbijt,Belegsalades,2.19,2.01,0.18
Johma Kip-Saté Salade 175g,8710506039146,Ontbijt,Belegsalades,2.89,2.65,0.24
Johma Pikante Kip-Kerrie Salade 175g,8710506066432,Ontbijt,Belegsalades,2.19,2.01,0.18
Johma Surinaamse Ei Salade - Beter Leven Keurmerk 2 Ster 175g,8710506039108,Ontbijt,Belegsalades,2.19,2.01,0.18
John West Ansjovisfilets in Olijfolie 100g,5000171032393,Vis,Visconcerven,3.59,3.29,0.3
John West Gegrilde Sardines 100g,5000171053312,Vis,Visconcerven,1.69,1.55,0.14
John West Haringfilets in Tomatensaus 170g,5000171056740,Vis,Visconcerven,1.69,1.55,0.14
John West Makreelfilet in Zonnebloemolie 115g,5000171058799,Vis,Visconcerven,2.19,2.01,0.18
John West Rode Zalm 213g,5000171059420,Vis,Visconcerven,4.99,4.58,0.41
John West Roze Zalm 213g,5000171059468,Vis,Visconcerven,3.29,3.02,0.27
John West Tonijnmoot in Water 145g,5000171056245,Vis,Visconcerven,2.59,2.38,0.21
John West Tonijnstukken in Olijfolie 145g,5000171058119,Vis,Visconcerven,2.39,2.19,0.2
Jones Brothers Big Shot Beans 500g,8718868621320,"Koffie, Thee & Cacao",Bonen,7.99,7.33,0.66
Jones Brothers Coffee Noir Capsules 10st,8718868621573,"Koffie, Thee & Cacao",Cups & Pads,3.79,3.48,0.31
Jones Brothers Coffee Zen Decaf Capsules 10st,8718868621542,"Koffie, Thee & Cacao",Cups & Pads,3.79,3.48,0.31
Jones Brothers Italian Lover Beans 500g,8718868621689,"Koffie, Thee & Cacao",Bonen,7.99,7.33,0.66
Jones Brothers Revive Lungo Capsules 10st,8718868621566,"Koffie, Thee & Cacao",Cups & Pads,3.79,3.48,0.31
Jongens van de Klei Vastkokende Aardappelen 2500g,,Fruit & Groente,Verse Groenten,2.79,2.56,0.23
Jongens van de Klei Zoete Aardappel 1000g,8713807000808,Fruit & Groente,Verse Groenten,2.79,2.56,0.23
Jordan Floss 50m,7038513829002,Drogisterij & Cosmetica,Mond & tandverzorging,1.29,1.18,0.11
Jordan Tandenstokers Regular,7046110069202,Drogisterij & Cosmetica,Mond & tandverzorging,1.79,1.64,0.15
"Jupiler 0,0% Alcohol Vrij Bier Flessen 6 x 25 cl",,Alcohol,Alcoholvrij bier,4.19,3.84,0.35
Maggi Jus Rundvlees Pot 125g,8715000030361,"Olie, Sauzen & Specerijen",Bouillion,1.99,1.83,0.16
Appel Kanzi 1st,6714823009709,Fruit & Groente,Vers fruit,0.39,0.36,0.03
Karvan Cévitam Aardbei 750 ml,8710395944316,Drankjes,Frisdranken,2.99,2.74,0.25
Karvan Cévitam Bosvruchten 750 ml,8710395947089,Drankjes,Frisdranken,2.99,2.74,0.25
Karvan Cévitam Bosvruchten siroop 0% suiker toegevoegd 750ml,8710395947560,Drankjes,Frisdranken,2.99,2.74,0.25
Karvan Cévitam Framboos siroop 0% suiker toegevoegd 750ml,8710395948284,Drankjes,Frisdranken,2.99,2.74,0.25
Karvan Cévitam Grenadine 750 ml,8710395944279,Drankjes,Frisdranken,2.99,2.74,0.25
Kastanje Champignon 250g,8716668016889,Fruit & Groente,Verse Groenten,1.59,1.46,0.13
Katharos Griekse Yoghurt 10% Vet 1000g,8718215090328,Zuivel & Eieren,Kwark & Yoghurt,2.69,2.47,0.22
Kellogg's Coco Pops 330g,5053827175654,Ontbijt,Cornflakes & Granen,3.09,2.83,0.26
Kellogg's Frosties 375g,5053827185530,Ontbijt,Cornflakes & Granen,3.09,2.83,0.26
Kellogg's Trésor Melkchocolade 375g,5050083501692,Ontbijt,Cornflakes & Granen,3.19,2.93,0.26
Kersen 500g,8717772026542,Fruit & Groente,Vers fruit,3.79,3.48,0.31
Fine Life Kersenvlaai 1000g (Netherlands),2260450000007,Bakkerij,Cake & gebak,7.49,6.87,0.62
Kervel 70g,8711576064496,Fruit & Groente,Verse Kruiden,1.99,1.83,0.16
Calve Ketchup Tomaat 430ml (Netherlands),8711200558087,"Olie, Sauzen & Specerijen",Snacksauzen,1.79,1.64,0.15
Smaakt Ketchup Biologische 340g (Netherlands),8718469774548,"Olie, Sauzen & Specerijen",Snacksauzen,2.49,2.28,0.21
Conimex Ketjap Manis 250ml (China),8711200382347,"Olie, Sauzen & Specerijen",Sauzen,1.49,1.37,0.12
Hak Kikkererwten ,8720600613258,Fruit & Groente,Groenten in blik,1.89,1.73,0.16
Bonduelle Kikkererwten 425ml,3083681006971,Fruit & Groente,Groenten in blik,1.69,1.55,0.14
Kikkoman Sojasaus 150ml,8715035110106,"Olie, Sauzen & Specerijen",Sauzen,2.49,2.28,0.21
Kikkoman Sojasaus Sucrée 250ml (Japan),8715035250307,"Olie, Sauzen & Specerijen",Sauzen,3.79,3.48,0.31
Kinder Bueno 43g,8000500073698,Snoep & Chips,Chocolade,0.99,0.91,0.08
Kinder Bueno Wit 43g,80761761,Snoep & Chips,Chocolade,0.99,0.91,0.08
Kinder Surprise Ei Paaseditie 100g,4008400231327,Snoep & Chips,Chocolade,5.49,5.04,0.45
King Pepermunt Ballen 250g,8714600005564,Snoep & Chips,Kauwgom & Mints,1.39,1.28,0.11
Kiwi Sungold 4st,8710147616201,Fruit & Groente,Vers fruit,3.99,3.66,0.33
KleinsteSoepFabriek Minestronesoep Biologisch 400 ml,8718226971203,Maaltijden en Gemak,Soepen,3.89,3.57,0.32
Kleinste Soepfabriek Pompoen mosterd soep bio 400 ml,8718226971319,Maaltijden en Gemak,Soepen,3.99,3.66,0.33
Klene Drop - Muntdrop Suikervrij 105 g,8723400779902,Snoep & Chips,Drop,1.59,1.46,0.13
Klene Suikervrij Zoute Ovaaltjes 105 g,8723400779889,Snoep & Chips,Drop,1.49,1.37,0.12
Wasa Knäckebröd Gluten- en Lactosevrij 240g,7300400481823,Bakkerij,Crackers & beschuit,2.79,2.56,0.23
Wasa Knäckebröd Sesam Crunch Sensation 220g,7300400481625,Bakkerij,Crackers & beschuit,1.99,1.83,0.16
Wasa Knäckebröd Vezelrijk 300g,3080049,Bakkerij,Crackers & beschuit,1.49,1.37,0.12
Calve Knijpfles De Echte Mayonaise 430ml (Netherlands),8710604778664,"Olie, Sauzen & Specerijen",Snacksauzen,2.29,2.1,0.19
Euroma Knoflook Peper 35g (Italië),80651161,"Olie, Sauzen & Specerijen",Kruiden,2.19,2.01,0.18
Knoflook Vers 2st,8710147616997,Fruit & Groente,Verse Groenten,1.49,1.37,0.12
Knolselderij 1st,8716668138130,Fruit & Groente,Verse Groenten,1.55,1.42,0.13
Knorr Primerba Rode Pesto 340g,8711100647331,"Olie, Sauzen & Specerijen",Sauzen,11.99,11.0,0.99
Kokosmelk 400ml,8710161007290,"Olie, Sauzen & Specerijen",Overige Sauzen,1.69,1.55,0.14
Komkommer 1st,8716668134828,Fruit & Groente,Verse Groenten,0.69,0.63,0.06
Komo Huisvuilniszakken 60L 20st,4014110514377,Huishouden,Keuken,1.39,1.28,0.11
Konings Crème Fraîche 200g,8716376000026,Zuivel & Eieren,Room,0.79,0.72,0.07
Konings Crème Fraîche Light 125g,8716376000033,Zuivel & Eieren,Room,0.49,0.45,0.04
Konings Verse Slagroom 200g,8716376000576,Zuivel & Eieren,Room,0.69,0.63,0.06
Konings Zure Room 125g,8716376000040,Zuivel & Eieren,Room,0.39,0.36,0.03
Dr. Oetker Kookpudding Chocolade 95g,8710466245021,Bakken,Bak- & Kookingrediënten,0.99,0.91,0.08
"Dr. Oetker Kookpudding Room 77,5g",8710466245229,Bakken,Desserten,0.99,0.91,0.08
"Dr. Oetker Kookpudding Vanille 77,5g",8710466245427,Bakken,Desserten,0.99,0.91,0.08
Koopmans Kristalbloem Patent flour 500g,8710466302526,Bakken,Bak- & Kookingrediënten,0.99,0.91,0.08
Koopmans Schudfles Pannenkoeken Origineel 175g,8710466301925,Bakken,Bak- & Kookingrediënten,1.99,1.83,0.16
Koppert Cress Atsina 1st,8711547037078,Fruit & Groente,Salade,1.59,1.46,0.13
Koriander 70g,8718531900325,Fruit & Groente,Verse Kruiden,1.89,1.73,0.16
Kramer Rauwe Zuurkool Naturel 500g,8710488743215,Fruit & Groente,Verse Groenten,0.69,0.63,0.06
Krüger Choco Quick 500 g,4046746054750,"Koffie, Thee & Cacao",Cups & Pads,1.69,1.55,0.14
Kwekkeboom Oven & Airfryer Kaashapjes 240 gr,8712512390112,Diepvries,Frites en snacks,3.59,3.29,0.3
Kwekkeboom Oven & Airfryer Old Amsterdam Bitterballen 250gr,8719009390037,Diepvries,Frites en snacks,3.59,3.29,0.3
Kwekkeboom Oven Black Angus Bitterballen 8 st 240g,8719009390068,Diepvries,Frites en snacks,3.35,3.07,0.28
Kwekkeboom Oven Gemixte Hapjes 260g,8712512391713,Diepvries,Frites en snacks,3.79,3.48,0.31
Kwekkeboom Oven Kalfsvlees Croquetten 280 gr,8712512390815,Diepvries,Frites en snacks,3.49,3.2,0.29
Kwekkeboom Oven Rundvlees Croquetten 4st 70g,677216374715,Diepvries,Frites en snacks,3.59,3.29,0.3
Laban La Ban Kruidenboter Rol 250g,8712444007171,Zuivel & Eieren,"Boter, Magarine",3.99,3.66,0.33
Langnese Bee Easy Wilde Bloemenhoning 250g,4023300738301,Ontbijt,Zoet broodbeleg,2.99,2.74,0.25
Lasagne Bolognese 450 gr,8718555310438,Maaltijden en Gemak,Maaltijden,5.99,5.5,0.49
Lassie Couscous Maroc 250g,8718781600075,"Pasta, Rijst & Granen",Granen,1.89,1.73,0.16
Lassie Half Volkoren Toverrijst 400g,8718781600990,"Pasta, Rijst & Granen",Rijst,1.79,1.64,0.15
Lassie Parelcouscous Builtje 4 st 300g,8718781601249,"Pasta, Rijst & Granen",Rijst,2.79,2.56,0.23
Lassie Risotto Rijst 400g,8718781601140,"Pasta, Rijst & Granen",Rijst,1.79,1.64,0.15
Lassie Toverrijst Builtje 4 st 300g,8718781600624,"Pasta, Rijst & Granen",Rijst,1.59,1.46,0.13
Lassie Voordeelpak Pandanrijst Extra Vezels 750g,8718781600983,"Pasta, Rijst & Granen",Rijst,2.49,2.28,0.21
Lassie Zilvervliesrijst 400g,8718781601133,"Pasta, Rijst & Granen",Rijst,1.49,1.37,0.12
Laurierblad 70g,8716668006149,Fruit & Groente,Verse Kruiden,2.99,2.74,0.25
Lay's BBQ Ham 225g,8710398604118,Snoep & Chips,Chips,1.59,1.46,0.13
Lay's Cheese Onion 175g,8710398165091,Snoep & Chips,Chips,1.29,1.18,0.11
Lay's Chips Bolognese 225g,8710398603838,Snoep & Chips,Chips,1.49,1.37,0.12
Lay's Chips Cheese Onion 225g,8710398159519,Snoep & Chips,Chips,1.49,1.37,0.12
Lay's Chips Joppie 252g,8710398166289,Snoep & Chips,Chips,1.59,1.46,0.13
Lay's Chips Paprika 175g,8710398165060,Snoep & Chips,Chips,1.29,1.18,0.11
Lay's Hamkas 170g,8710398512536,Snoep & Chips,Chips,1.99,1.83,0.16
Lay's Chips Paprika 225g,8710398159489,Snoep & Chips,Chips,1.49,1.37,0.12
Lay's Naturel 335g,8710398508157,Snoep & Chips,Chips,1.99,1.83,0.16
Lay's Oven Chips Parika 150g,8710398160881,Snoep & Chips,Chips,1.69,1.55,0.14
Lay's Oven Naturel 150g,8710392160887,Snoep & Chips,Chips,1.69,1.55,0.14
Lay's Paprika 335g,8710398508171,Snoep & Chips,Chips,1.99,1.83,0.16
Lay's Sensations Mexican Pepper & Cream 150g,8710398160034,Snoep & Chips,Chips,1.69,1.55,0.14
Lay's Sensations Thai Sweet Chili 150g,8710398160027,Snoep & Chips,Chips,1.69,1.55,0.14
Lay's Sensations Wasabi 150g,8710398511836,Snoep & Chips,Chips,1.69,1.55,0.14
Lay's Strong Chili & Lime 150g,8710398516299,Snoep & Chips,Chips,1.59,1.46,0.13
Lay's Strong Jalapeno & Cheese 150g,8710398516336,Snoep & Chips,Chips,1.59,1.46,0.13
Lay's Super Chips Naturel 200g,8710398162854,Snoep & Chips,Chips,1.59,1.46,0.13
Lay's Superchips Paprika 200g,,Snoep & Chips,Chips,1.59,1.46,0.13
Lay's Wokkels Naturel 125g,8710398513793,Snoep & Chips,Chips,1.99,1.83,0.16
Lay's Wokkels paprika 125g,8710398502339,Snoep & Chips,Chips,1.99,1.83,0.16
Lazy Vegan Mexican 400g,8719747260425,Maaltijden en Gemak,Vries Vers ,3.99,3.66,0.33
Lazy Vegan Thai Green Curry 400g,8719747260432,Maaltijden en Gemak,Vries Vers ,3.99,3.66,0.33
Lazy Vegan Tikka Masala 400g,8719747260418,Maaltijden en Gemak,Vries Vers ,3.99,3.66,0.33
Leerdammer Original Kaas 45+ Maxi Pack 350g (Netherlands),3073781138818,Kaas,Plakken kaas,4.79,4.39,0.4
Leidapharm Healthypharm Paracetamol Tabletten 500 mg 20st,8714632030138,Drogisterij & Cosmetica,Gezondheid,0.69,0.63,0.06
Leidapharm Ibuprofen 200 mg Omhulde Tabletten 10st,8712755211243,Drogisterij & Cosmetica,Gezondheid,1.69,1.55,0.14
Le rustique brie 200g,,Kaas,Harde kaas & Geraspte kaas,1.99,1.83,0.16
Levoni Coppa 80g,8004767003924,Slagerij,Internationale Vleeswaren,3.39,3.11,0.28
Levoni Il Tagliere 120g,8004767003887,Slagerij,Internationale Vleeswaren,4.99,4.58,0.41
Levoni Napoli Salami 80g (Netherlands),8004767003986,Slagerij,Internationale Vleeswaren,3.49,3.2,0.29
Levoni Proscuitto Cotto 100g,8004167009021,Slagerij,Internationale Vleeswaren,3.99,3.66,0.33
Levoni Proscuitto Crudo 70g,8004167003210,Slagerij,Internationale Vleeswaren,3.99,3.66,0.33
Levoni Proscuitto Parma DOP 70g,8004767003955,Slagerij,Internationale Vleeswaren,3.99,3.66,0.33
Levoni Salame Milano 80g,8004767003900,Slagerij,Internationale Vleeswaren,3.49,3.2,0.29
Liga Evergreen Muesli Crunch 1st,7622210897435,Snoep & Chips,Koekjes,0.59,0.54,0.05
Liga Krenten 1st,8710503002921,Snoep & Chips,Koekjes,0.59,0.54,0.05
Liga Milkbreak Duo Aardbei-Melk 245g,7622210411013,Snoep & Chips,Koekjes,2.49,2.28,0.21
"Liga Milkbreak Melk XL 367,5g",7622210651778,Snoep & Chips,Koekjes,3.49,3.2,0.29
Limoen 1st,8435409324563,Fruit & Groente,Vers fruit,0.59,0.54,0.05
Sicilia Limoensap 115ml,76106743,Bakken,Bak- & Kookingrediënten,0.99,0.91,0.08
HAK Linzen 205g,8720600613234,Fruit & Groente,Groenten in blik,1.89,1.73,0.16
"Lipton Cold Infuse Vlierbloesem Roos 15 st 37,5g",8711327347434,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Lipton Exclusive Selection Marokkaanse Munt 25 st 40g,8717163871751,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
Lipton Exlusive Selection Groene Thee Sencha 25 st 40g,8717163858974,"Koffie, Thee & Cacao",Thee,3.99,3.66,0.33
"Lipton Ice Tea Green 0,33L",8711200450756,Drankjes,Ijsthee,0.79,0.72,0.07
"Lipton Ice Tea Green 1,5L",8711200446711,Drankjes,Ijsthee,2.49,2.28,0.21
"Lipton Ice Tea Green Lemon 1,5L",8711200446650,Drankjes,Ijsthee,2.49,2.28,0.21
"Lipton Ice Tea Peach 0,33L",8711200175406,Drankjes,Ijsthee,0.79,0.72,0.07
"Lipton Ice Tea Peach 1,5L",8714100870259,Drankjes,Ijsthee,2.49,2.28,0.21
"Lipton Ice Tea Sparkling 0,33L",8714100616963,Drankjes,Ijsthee,0.79,0.72,0.07
"Lipton Ice Tea Sparkling Zero 0,33L",8711200175208,Drankjes,Ijsthee,0.79,0.72,0.07
"Lipton Ice Tea Still Lemon 0,33L",8711200175307,Drankjes,Ijsthee,0.79,0.72,0.07
Little Gem Sla 6 st 510g,8425779001164,Fruit & Groente,Salade,2.99,2.74,0.25
Loaf Bakery - Desembrood Blond 900g 1st,,Bakkerij,Brood,4.59,4.21,0.38
Loaf Bakery - Desembrood Zaden&pitten  900g 1st,,Bakkerij,Brood,4.89,4.49,0.4
Loaf Bakery - Kaneelbroodje 2st,,Bakkerij,Broodjes,4.99,4.58,0.41
Lollo Verte 500g,8717953219824,Fruit & Groente,Salade,1.99,1.83,0.16
Lotus Gemalen koekjes 750g,5410126186208,Bakken,Bak- & Kookingrediënten,5.99,5.5,0.49
Lotus Speculoos Koek 3 st 375g,5410126816068,Snoep & Chips,Koekjes,2.29,2.1,0.19
Lotus Speculoos Roomijs 460ml,5410126087000,Diepvries,Sundaes,4.99,4.58,0.41
Lotus Speculoos Salted Caramel 460ml,5410126247008,Diepvries,Sundaes,4.49,4.12,0.37
Lotus The Original Crunchy Pasta Speculoos 400g,5410126016949,Ontbijt,Zoet broodbeleg,2.79,2.56,0.23
Lu Bastognekoek 260g,7622210993656,Snoep & Chips,Koekjes,1.59,1.46,0.13
Lu Cracottes Naturel 250g,3041090063114,Bakkerij,Crackers & beschuit,1.59,1.46,0.13
Lu Cracottes Volkoren 250g,3041090063206,Bakkerij,Crackers & beschuit,1.99,1.83,0.16
LU Mini Crackers Naturel 8 Stuks 250 g,7622210475152,Snoep & Chips,Koekjes,1.29,1.18,0.11
LU Mini Crackers Olijfolie & Oregano 8 Stuks 250 g,,Snoep & Chips,Koekjes,1.39,1.28,0.11
Luxe Salademix 250g,8711576275441,Fruit & Groente,Salade,4.29,3.94,0.35
Lytras Feta Kaas 200g,5202354103139,Kaas,Mozzarella & Feta,2.49,2.28,0.21
MAALTIJDSALADE CAESAR 450G,8718477609610,Maaltijden en Gemak,Maaltijden,4.99,4.58,0.41
MAALTIJDSALADE KIP 450G,8718477007614,Maaltijden en Gemak,Maaltijden,4.99,4.58,0.41
MAALTIJDSALADE ZALM 450G,8718477023577,Maaltijden en Gemak,Maaltijden,4.99,4.58,0.41
Macaroni-spaghetti Groente 500,8718477601027,Fruit & Groente,Gesneden groenten,1.69,1.55,0.14
Patak's Madras kit 313g,5011308900317,Bakken,Bak- & Kookingrediënten,2.99,2.74,0.25
Maille Dijonmosterd Original 215g (France),3036810201280,"Olie, Sauzen & Specerijen",Snacksauzen,1.59,1.46,0.13
Maltesers 135g,5000159414197,Snoep & Chips,Chocolade,2.49,2.28,0.21
Mandarijnen 1000g,4000007004403,Fruit & Groente,Vers fruit,2.99,2.74,0.25
Bonne Maman Marmelade Sinaasappel 750g,3045320083958,Ontbijt,Zoet broodbeleg,4.69,4.3,0.39
Al'Fez Marokkaanse Couscous 1500g,5034444114035,"Pasta, Rijst & Granen",Granen,11.99,11.0,0.99
Mars 51g,5000159407236,Snoep & Chips,Chocolade,0.79,0.72,0.07
Mars IJs 6 st 306ml,5000159397292,Diepvries,Sundaes,2.79,2.56,0.23
Remia Mayonaise 800ml (Netherlands),8710448632290,"Olie, Sauzen & Specerijen",Snacksauzen,3.49,3.2,0.29
Mayoneur Mayonaise 250ML,8719327337790,Vegan & Vegetarisch,Sauzen,2.89,2.65,0.24
Mayoneur Original Wasabi Mayo 250ML,8720299140226,Vegan & Vegetarisch,Sauzen,2.29,2.1,0.19
Mayoneur Truffel Mayonaise 250ML,8720299140257,Vegan & Vegetarisch,Sauzen,2.29,2.1,0.19
McVitie's Digestive Melkchocolade 400g,5000396045826,Snoep & Chips,Koekjes,1.69,1.55,0.14
McVitie's Digestive The Original 400g,5000396045802,Snoep & Chips,Koekjes,1.59,1.46,0.13
Meatless Farm Burgers 2st,,Vegan & Vegetarisch,Vleesvervangers,2.29,2.1,0.19
Meatless Farm Gehakt,,Vegan & Vegetarisch,Vleesvervangers,2.29,2.1,0.19
Meatless Farm Nuggets 10st,,Vegan & Vegetarisch,Vleesvervangers,1.89,1.73,0.16
Meesterbakker Roodenrijs Haaglands allison half gesneden,,Bakkerij,Brood,1.39,1.28,0.11
Meesterbakker Roodenrijs Krentenbollen per 6,,Bakkerij,Broodjes,2.89,2.65,0.24
Meesterbakker Roodenrijs Melkbollen per 6,,Bakkerij,Broodjes,1.99,1.83,0.16
Meesterbakker Roodenrijs Molenbollen per 6,,Bakkerij,Broodjes,1.99,1.83,0.16
Meesterbakker Roodenrijs Polder dubbel donker half gesneden,,Bakkerij,Brood,1.79,1.64,0.15
Meesterbakker Roodenrijs Polder volkoren half gesneden,,Bakkerij,Brood,1.79,1.64,0.15
Meesterbakker Roodenrijs Rechte croissants per 2,,Bakkerij,Broodjes,1.98,1.82,0.16
Meesterbakker Roodenrijs Tarwe plaat half gesneden,,Bakkerij,Brood,1.39,1.28,0.11
Meesterbakker Roodenrijs Tijger wit vloer half gesneden,,Bakkerij,Brood,1.49,1.37,0.12
Meesterbakker Roodenrijs Wit casino half gesneden,,Bakkerij,Brood,1.49,1.37,0.12
Meesterbakker Van Iersel Bruine Bollen 6st,,Bakkerij,Brood,2.29,2.1,0.19
Meesterbakker Van Iersel Chocolade Broodje,,Bakkerij,Brood,1.29,1.18,0.11
Meesterbakker Van Iersel Desem Abdij Ongesneden,,Bakkerij,Brood,3.79,3.48,0.31
Meesterbakker Van Iersel Desem Oude Kaas Mosterd,,Bakkerij,Brood,3.99,3.66,0.33
Meesterbakker Van Iersel Desem Spelt Ongesneden,,Bakkerij,Brood,3.79,3.48,0.31
Meesterbakker Van Iersel Donker Zesgranen Gesneden,,Bakkerij,Brood,2.99,2.74,0.25
Meesterbakker Van Iersel Dubbeldonker Gesneden,,Bakkerij,Brood,2.99,2.74,0.25
Meesterbakker Van Iersel Licht Zesgranen Gesneden,,Bakkerij,Brood,2.99,2.74,0.25
Meesterbakker Van Iersel Meergranen Gesneden,,Bakkerij,Brood,2.99,2.74,0.25
Meesterbakker Van Iersel Roomboter Croissant,,Bakkerij,Brood,0.99,0.91,0.08
Meesterbakker Van Iersel Volkoren Gesneden,,Bakkerij,Brood,2.89,2.65,0.24
Meesterbakker Van Iersel Wit Gesneden,,Bakkerij,Brood,2.89,2.65,0.24
Meesterbakker Van Iersel Witte Bollen 6st,,Bakkerij,Brood,2.29,2.1,0.19
Meesterbakker Van Iersel Worstenbroodjes 4st,,Bakkerij,Brood,5.49,5.04,0.45
Melkunie Breaker Original Yoghurt Aardbei 200g (Netherlands),8718166030855,Zuivel & Eieren,Kwark & Yoghurt,1.19,1.09,0.1
Melkunie Breaker Yoghurt Banaan 200g (Netherlands),8718166030923,Zuivel & Eieren,Kwark & Yoghurt,1.29,1.18,0.11
Melkunie Breaker Yoghurt Kers 200g (Netherlands),8718166030862,Zuivel & Eieren,Kwark & Yoghurt,1.39,1.28,0.11
Melkunie Slagroom Kant & Klaar 500ml (Netherlands),8718166030817,Zuivel & Eieren,Kwark & Yoghurt,1.29,1.18,0.11
Meloen Cantaloupe 1st,4000007084535,Fruit & Groente,Vers fruit,2.69,2.47,0.22
Meloen Geel 1st,7610227903478,Fruit & Groente,Vers fruit,2.99,2.74,0.25
"Mentos Air Rol 37,5g",87317787,Snoep & Chips,Kauwgom & Mints,0.59,0.54,0.05
Mentos Chewing Gum Pure Fresh Sugar Free 75 st 100g,80988915,Snoep & Chips,Kauwgom & Mints,4.09,3.75,0.34
"Mentos Chewy Dragees Mint 37,5g",87317756,Snoep & Chips,Kauwgom & Mints,0.59,0.54,0.05
"Mentos Drop Rol 37,5g",87317770,Snoep & Chips,Kauwgom & Mints,0.59,0.54,0.05
